cntry,netuse,gndr,agea,eisced,mnactic,hinctnta,ipcrtiv,impdiff,impfun,iscomajor,freqnet,nonet
RU,4,2,20,4,2,1,5,4,5,10,0,4
RU,7,2,54,7,1,7,5,4,2,9,1,7
RU,0,2,49,4,8,6,5,4,3,5,0,1
RU,0,1,55,4,1,4,4,4,3,7,0,1
RU,0,1,60,4,5,1,3,3,2,8,0,1
RU,0,2,46,4,1,2,4,3,2,9,0,1
RU,1,2,39,4,1,4,3,3,3,6,0,1
RU,0,1,51,4,1,1,0,0,4,9,0,1
RU,6,2,27,4,1,4,5,4,5,5,1,6
RU,0,1,38,4,1,4,3,5,5,7,0,1
RU,0,2,68,4,6,1,4,2,1,2,0,1
RU,0,1,46,4,3,3,4,4,3,9,0,1
RU,6,1,45,4,1,7,4,4,4,8,1,6
RU,0,1,57,5,6,5,3,5,2,5,0,1
RU,0,1,72,4,6,3,4,2,4,7,0,1
RU,0,1,61,5,6,9,5,4,3,8,0,1
RU,0,2,60,5,6,10,3,2,2,8,0,1
RU,0,2,78,4,6,3,2,2,1,7,0,1
RU,0,2,71,4,6,3,4,3,0,7,0,1
RU,0,2,20,4,8,3,4,3,5,10,0,1
RU,0,1,54,4,6,5,2,3,3,7,0,1
RU,0,2,68,5,6,3,3,3,3,4,0,1
RU,7,2,18,4,2,1,4,4,3,10,1,7
RU,0,1,64,4,6,6,4,3,3,7,0,1
RU,0,2,83,4,6,5,2,4,2,4,0,1
RU,0,2,44,4,1,5,4,4,4,9,0,1
RU,0,2,83,4,6,4,3,3,2,5,0,1
RU,0,2,61,5,6,6,4,4,3,4,0,1
RU,0,2,63,5,6,2,3,4,3,9,0,1
RU,7,2,63,7,6,7,2,2,3,3,1,7
RU,0,1,74,7,6,7,2,4,3,3,0,1
RU,0,2,61,7,6,6,3,2,2,4,0,1
RU,7,2,50,4,1,8,2,3,3,3,1,7
RU,0,2,85,1,6,4,2,2,3,9,0,1
RU,0,2,75,1,6,3,4,4,3,9,0,1
RU,7,2,40,4,1,4,2,3,4,3,1,7
RU,7,2,35,7,3,2,2,3,1,5,1,7
RU,0,1,49,4,6,3,3,2,3,8,0,1
RU,7,1,29,5,1,7,4,3,3,1,1,7
RU,7,1,26,7,1,8,4,2,3,2,1,7
RU,7,1,16,2,2,6,3,2,1,9,1,7
RU,7,2,28,7,1,2,3,3,4,8,1,7
RU,5,1,35,5,1,5,3,3,3,9,0,5
RU,7,2,21,4,1,6,3,3,3,3,1,7
RU,7,1,38,7,1,3,4,4,3,3,1,7
RU,2,1,38,5,1,5,4,3,4,2,0,2
RU,4,2,45,5,8,10,4,4,4,7,0,4
RU,0,1,85,2,6,6,4,0,0,8,0,1
RU,1,2,43,7,1,6,5,4,3,2,0,1
RU,1,2,60,4,6,2,1,0,0,5,0,1
RU,7,2,34,7,8,5,4,2,1,2,1,7
RU,0,2,53,4,1,1,1,1,1,5,0,1
RU,0,2,57,5,1,4,2,2,4,3,0,1
RU,0,2,44,5,1,3,2,2,2,4,0,1
RU,6,2,35,7,8,5,0,2,2,8,1,6
RU,0,2,72,2,6,4,1,1,1,7,0,1
RU,6,1,40,7,1,4,2,2,2,7,1,6
RU,6,1,58,7,1,5,3,3,4,2,1,6
RU,0,1,72,2,6,3,1,1,1,7,0,1
RU,0,1,42,4,3,2,3,1,1,7,0,1
RU,7,2,30,7,1,2,2,2,3,2,1,7
RU,4,2,49,4,1,1,3,2,2,3,0,4
RU,7,1,29,5,1,3,2,3,4,8,1,7
RU,0,2,60,2,6,2,1,2,3,7,0,1
RU,7,1,34,7,1,7,3,3,4,5,1,7
RU,5,1,21,4,2,6,4,3,0,2,0,5
RU,0,2,28,7,1,5,5,3,1,3,0,1
RU,0,1,57,4,1,7,4,4,1,7,0,1
RU,5,1,47,5,1,5,3,2,0,7,0,5
RU,7,2,37,5,1,8,4,5,3,4,1,7
RU,7,2,32,7,1,5,2,0,3,2,1,7
RU,6,1,23,4,1,4,4,4,3,8,1,6
RU,6,2,49,7,6,4,3,3,2,2,1,6
RU,1,2,49,4,1,4,2,2,2,9,0,1
RU,7,1,21,4,2,3,4,5,4,10,1,7
RU,0,2,68,2,6,2,2,1,0,5,0,1
RU,0,2,77,2,6,2,1,1,0,7,0,1
RU,0,2,61,4,6,3,3,1,0,9,0,1
RU,6,1,39,5,1,3,3,4,1,8,1,6
RU,6,1,32,4,1,3,1,2,1,9,1,6
RU,0,2,94,1,6,3,1,1,1,3,0,1
RU,0,2,79,5,6,3,3,3,1,2,0,1
RU,0,1,25,4,1,3,4,3,3,5,0,1
RU,7,1,25,4,1,2,2,3,2,8,1,7
RU,6,1,27,4,1,3,3,3,2,8,1,6
RU,0,2,76,5,6,4,3,3,1,8,0,1
RU,0,2,35,4,1,1,1,1,4,4,0,1
RU,4,1,57,4,5,3,5,4,0,7,0,4
RU,6,2,27,7,1,5,4,5,2,2,1,6
RU,0,2,51,4,1,2,3,4,1,9,0,1
RU,1,2,52,7,1,5,3,1,1,2,0,1
RU,3,2,45,7,1,6,5,3,3,1,0,3
RU,0,1,44,7,1,7,3,2,1,2,0,1
RU,0,2,73,5,6,1,4,4,1,3,0,1
RU,0,2,55,5,1,1,5,2,2,9,0,1
RU,0,2,45,7,1,2,4,3,3,4,0,1
RU,6,2,32,4,1,6,3,2,0,4,1,6
RU,0,1,24,4,1,4,0,2,3,7,0,1
RU,0,2,73,5,6,3,2,1,1,4,0,1
RU,5,2,29,4,8,5,1,2,1,9,0,5
RU,0,2,32,5,1,2,3,3,4,5,0,1
RU,4,1,25,4,1,4,4,4,4,5,0,4
RU,2,1,55,4,1,4,3,3,3,9,0,2
RU,0,1,63,7,1,6,3,2,2,2,0,1
RU,7,1,17,2,2,4,5,5,5,10,1,7
RU,0,1,19,2,2,2,1,4,4,9,0,1
RU,4,2,56,7,1,4,5,0,2,2,0,4
RU,0,2,70,4,6,2,1,5,2,7,0,1
RU,0,2,26,4,1,3,3,5,4,7,0,1
RU,0,2,54,5,5,1,4,5,4,8,0,1
RU,6,1,28,4,1,6,5,2,3,5,1,6
RU,0,2,76,5,6,5,4,4,1,3,0,1
RU,0,2,71,5,6,3,4,3,4,3,0,1
RU,0,1,30,4,1,9,3,2,2,3,0,1
RU,0,1,69,2,6,8,4,2,3,8,0,1
RU,0,2,73,2,6,3,3,1,3,8,0,1
RU,0,2,76,2,6,2,2,3,3,6,0,1
RU,0,1,60,4,6,9,4,3,3,8,0,1
RU,0,1,44,4,1,9,5,3,3,8,0,1
RU,0,2,79,2,6,2,4,3,3,6,0,1
RU,0,2,27,4,8,3,4,5,4,10,0,1
RU,0,1,32,5,1,8,3,2,3,7,0,1
RU,0,2,76,2,6,2,4,4,3,6,0,1
RU,0,2,74,5,6,2,4,3,3,6,0,1
RU,0,2,66,4,6,4,4,3,4,6,0,1
RU,0,1,54,5,1,6,3,4,1,7,0,1
RU,0,2,33,4,1,1,4,4,4,6,0,1
RU,0,2,40,4,1,3,4,3,3,6,0,1
RU,0,2,36,2,8,5,3,3,3,10,0,1
RU,0,2,63,5,6,1,4,3,2,6,0,1
RU,6,1,36,4,1,6,2,0,5,7,1,6
RU,7,1,21,4,2,8,3,2,3,10,1,7
RU,6,2,47,7,1,3,4,3,1,2,1,6
RU,7,2,52,7,1,6,1,1,3,2,1,7
RU,0,1,60,4,6,1,2,2,2,7,0,1
RU,0,1,62,4,6,1,3,3,3,7,0,1
RU,0,2,54,4,8,4,3,3,2,6,0,1
RU,0,1,71,1,6,1,3,2,2,7,0,1
RU,7,1,32,7,1,4,4,4,3,7,1,7
RU,0,1,31,5,1,7,4,2,2,7,0,1
RU,0,1,51,5,1,8,3,3,1,7,0,1
RU,0,1,44,7,1,5,4,4,3,5,0,1
RU,0,2,71,5,6,5,1,1,1,7,0,1
RU,0,2,56,5,1,3,3,1,2,9,0,1
RU,4,2,37,5,1,4,4,2,3,4,0,4
RU,0,1,51,5,1,5,4,1,3,7,0,1
RU,7,1,38,5,1,1,2,2,0,1,1,7
RU,6,1,25,5,1,5,4,4,3,5,1,6
RU,4,1,42,4,1,4,3,3,3,7,0,4
RU,1,2,60,7,6,1,2,1,2,2,0,1
RU,0,1,41,4,1,5,3,1,4,7,0,1
RU,0,1,43,5,1,8,3,3,3,5,0,1
RU,7,2,54,5,1,10,3,4,3,3,1,7
RU,7,2,34,7,8,9,3,3,3,4,1,7
RU,6,2,26,7,1,8,3,3,3,5,1,6
RU,7,1,34,7,1,8,2,5,3,0,1,7
RU,0,1,49,5,1,7,4,2,0,7,0,1
RU,0,2,65,7,6,3,1,2,1,2,0,1
RU,0,1,52,4,6,3,3,3,3,2,0,1
RU,5,1,44,5,6,4,4,3,2,10,0,5
RU,0,2,82,7,6,4,3,3,3,10,0,1
RU,5,1,39,5,1,5,3,4,3,3,0,5
RU,5,2,46,5,1,5,4,3,2,5,0,5
RU,7,1,46,5,1,4,4,4,1,9,1,7
RU,7,1,65,2,6,2,3,3,1,7,1,7
RU,0,2,87,2,6,2,3,1,1,9,0,1
RU,1,2,58,7,1,5,3,3,2,2,0,1
RU,0,2,67,4,6,2,2,4,2,9,0,1
RU,0,2,82,2,6,2,3,2,2,5,0,1
RU,0,2,61,4,6,2,3,2,2,9,0,1
RU,6,2,36,5,1,4,4,2,1,5,1,6
RU,0,2,70,4,6,2,4,4,2,8,0,1
RU,1,1,65,7,6,5,3,3,3,1,0,1
RU,7,1,38,4,1,6,3,2,3,8,1,7
RU,7,2,53,7,8,9,5,2,2,10,1,7
RU,6,1,33,5,1,8,4,3,3,7,1,6
RU,4,1,20,5,1,4,4,4,4,8,0,4
RU,0,2,35,5,1,5,4,2,3,3,0,1
RU,0,1,46,5,1,7,4,4,2,7,0,1
RU,0,2,71,2,6,2,2,3,3,7,0,1
RU,0,2,35,7,1,3,5,3,4,8,0,1
RU,4,2,21,4,2,2,4,5,5,10,0,4
RU,0,2,73,4,6,2,2,4,2,4,0,1
RU,0,2,70,5,6,2,2,4,3,5,0,1
RU,4,2,21,4,2,3,4,5,4,10,0,4
RU,0,2,41,7,8,5,2,1,4,2,0,1
RU,0,1,55,7,1,7,2,2,3,7,0,1
RU,7,2,36,4,8,10,5,4,2,10,1,7
RU,3,2,45,7,8,5,4,3,4,10,0,3
RU,7,1,30,7,1,9,5,5,4,1,1,7
RU,0,1,81,2,6,1,2,3,2,3,0,1
RU,0,1,38,7,3,7,5,4,3,2,0,1
RU,0,1,37,5,1,3,3,1,5,5,0,1
RU,7,1,24,7,1,8,3,1,4,5,1,7
RU,7,1,21,4,1,3,5,5,5,5,1,7
RU,1,1,55,2,3,2,3,1,3,9,0,1
RU,7,1,35,7,1,4,3,3,1,2,1,7
RU,1,2,46,4,1,2,0,2,2,9,0,1
RU,0,2,76,4,6,2,3,2,0,9,0,1
RU,0,2,57,6,1,8,3,3,4,3,0,1
RU,0,2,72,5,6,7,3,1,0,3,0,1
RU,0,1,59,7,6,5,4,3,0,2,0,1
RU,7,1,34,5,1,9,3,1,2,7,1,7
RU,2,2,43,4,1,4,5,4,0,2,0,2
RU,1,2,61,4,6,3,2,5,5,8,0,1
RU,1,2,82,1,6,2,2,2,1,5,0,1
RU,0,1,73,2,6,5,3,5,5,8,0,1
RU,0,1,25,4,1,1,5,3,4,8,0,1
RU,0,1,70,5,6,4,0,2,2,3,0,1
RU,0,2,69,2,6,2,1,2,0,7,0,1
RU,0,2,42,4,1,2,3,2,2,7,0,1
RU,0,2,70,5,6,2,2,1,2,5,0,1
RU,0,1,27,7,1,4,3,3,3,7,0,1
RU,0,1,71,4,6,4,2,1,3,8,0,1
RU,0,2,42,5,1,4,4,5,3,8,0,1
RU,0,2,61,5,6,2,4,5,4,5,0,1
RU,0,2,56,5,6,2,4,4,3,5,0,1
RU,0,2,43,5,1,6,5,3,2,8,0,1
RU,0,1,71,4,6,2,3,1,3,8,0,1
RU,7,1,15,2,2,3,5,5,5,10,1,7
RU,0,2,59,7,6,4,4,5,1,1,0,1
RU,7,2,24,7,1,8,4,5,5,2,1,7
RU,7,1,51,5,6,8,4,5,5,0,1,7
RU,6,2,42,4,1,8,5,4,5,3,1,6
RU,7,1,30,7,1,6,5,5,5,1,1,7
RU,0,2,56,5,5,5,4,2,3,3,0,1
RU,0,2,54,5,1,7,4,4,5,5,0,1
RU,0,1,44,4,3,3,5,3,3,8,0,1
RU,6,1,32,7,1,5,5,2,3,2,1,6
RU,0,2,51,4,8,2,3,4,3,5,0,1
RU,0,2,42,4,1,1,4,3,1,5,0,1
RU,0,1,64,4,6,2,3,3,3,8,0,1
RU,0,2,49,7,1,4,2,3,2,2,0,1
RU,0,1,76,1,6,3,4,3,4,8,0,1
RU,0,1,44,4,1,2,3,4,4,7,0,1
RU,0,2,61,4,6,3,4,4,3,10,0,1
RU,0,2,74,5,6,3,3,1,0,3,0,1
RU,7,2,44,7,1,2,3,1,3,2,1,7
RU,7,1,43,4,1,5,4,4,5,8,1,7
RU,0,1,60,2,6,3,2,2,2,8,0,1
RU,0,2,64,4,6,3,2,2,1,5,0,1
RU,0,2,37,4,1,2,3,3,3,5,0,1
RU,3,2,18,4,4,5,5,5,5,10,0,3
RU,0,2,71,2,6,1,0,0,3,10,0,1
RU,1,2,40,2,1,2,5,5,3,5,0,1
RU,0,1,69,4,6,3,4,4,3,9,0,1
RU,0,1,43,5,1,7,2,3,2,8,0,1
RU,0,2,71,1,6,1,3,3,2,9,0,1
RU,0,1,19,4,2,7,2,3,2,5,0,1
RU,0,2,25,4,1,10,4,4,3,4,0,1
RU,0,2,71,1,6,2,3,2,4,9,0,1
RU,0,2,42,5,1,8,2,3,3,7,0,1
RU,0,1,71,2,6,2,3,2,4,8,0,1
RU,0,2,27,4,1,5,4,3,3,5,0,1
RU,0,2,81,1,6,2,2,1,2,10,0,1
RU,0,2,70,5,6,3,3,2,3,5,0,1
RU,6,2,53,6,1,5,3,2,2,2,1,6
RU,0,1,64,5,6,2,3,2,2,8,0,1
RU,0,1,82,1,6,5,2,3,2,8,0,1
RU,0,2,84,4,6,2,1,2,3,3,0,1
RU,0,2,57,4,6,3,3,2,2,6,0,1
RU,5,2,40,7,1,2,3,3,2,2,0,5
RU,7,2,20,4,1,3,3,4,2,3,1,7
RU,7,1,25,7,1,10,2,5,3,2,1,7
RU,5,2,46,7,1,6,2,2,2,7,0,5
RU,7,1,22,4,2,6,4,3,3,5,1,7
RU,0,2,79,2,6,4,2,1,1,7,0,1
RU,0,2,62,4,6,3,4,2,3,2,0,1
RU,0,2,56,2,6,3,3,1,1,9,0,1
RU,7,2,36,7,1,6,5,3,2,2,1,7
RU,7,2,23,4,2,2,5,3,3,5,1,7
RU,7,1,19,4,2,4,3,1,2,7,1,7
RU,0,2,86,4,6,2,3,2,2,2,0,1
RU,4,2,50,7,8,6,4,2,2,2,0,4
RU,7,1,15,2,2,3,5,4,2,10,1,7
RU,0,1,45,7,1,6,4,2,3,2,0,1
RU,5,2,40,5,3,5,5,4,4,4,0,5
RU,0,1,78,7,6,7,5,4,4,0,0,1
RU,7,2,17,2,1,6,5,5,5,5,1,7
RU,7,2,25,7,8,1,5,5,5,2,1,7
RU,7,1,20,5,1,6,4,4,4,8,1,7
RU,7,1,51,4,1,6,3,5,3,8,1,7
RU,5,1,26,7,1,9,5,4,3,1,0,5
RU,0,2,73,4,6,2,4,4,4,9,0,1
RU,4,1,20,4,1,8,5,4,4,7,0,4
RU,7,2,24,7,1,6,4,4,3,3,1,7
RU,7,2,21,4,2,6,4,4,4,3,1,7
RU,7,2,22,4,2,5,5,5,3,10,1,7
RU,1,1,43,4,6,7,3,1,5,0,0,1
RU,6,2,41,7,1,6,5,5,3,2,1,6
RU,0,1,38,4,1,6,3,2,4,7,0,1
RU,0,2,86,7,6,4,5,5,3,5,0,1
RU,0,1,80,2,6,2,0,0,0,9,0,1
RU,7,2,21,4,2,9,4,4,1,10,1,7
RU,5,2,39,5,8,6,3,1,3,3,0,5
RU,0,1,60,7,1,6,1,1,2,7,0,1
RU,0,2,63,4,1,3,0,1,3,9,0,1
RU,6,1,34,7,1,7,3,3,0,2,1,6
RU,7,1,27,7,1,6,4,3,3,2,1,7
RU,6,2,53,4,1,4,1,0,2,5,1,6
RU,2,2,50,7,1,4,3,3,3,5,0,2
RU,0,1,50,4,1,5,3,4,4,8,0,1
RU,6,2,47,7,1,2,2,1,1,4,1,6
RU,0,2,58,5,6,1,4,3,4,4,0,1
RU,7,2,36,7,1,5,5,4,4,2,1,7
RU,6,1,25,7,1,2,3,2,3,7,1,6
RU,0,1,33,7,1,9,5,5,4,5,0,1
RU,0,1,37,5,1,2,4,4,3,8,0,1
RU,7,2,32,7,1,3,5,5,5,5,1,7
RU,0,1,48,4,1,4,3,2,3,7,0,1
RU,4,2,51,7,1,8,3,2,0,3,0,4
RU,2,2,60,7,6,2,4,0,3,7,0,2
RU,0,1,58,4,1,7,3,0,2,9,0,1
RU,6,1,44,4,1,8,3,2,0,7,1,6
RU,6,2,50,7,8,9,4,3,3,2,1,6
RU,0,2,48,5,1,6,5,0,1,8,0,1
RU,2,2,45,7,1,5,3,3,3,2,0,2
RU,7,1,22,5,1,8,5,2,5,4,1,7
RU,5,2,37,7,1,6,4,0,1,2,0,5
RU,7,1,17,2,2,6,5,3,5,10,1,7
RU,1,1,46,4,1,9,3,1,4,8,0,1
RU,0,2,80,2,6,3,4,5,0,3,0,1
RU,7,1,54,7,1,3,4,0,0,7,1,7
RU,7,1,58,4,1,4,0,2,5,8,1,7
RU,0,2,70,1,6,3,5,4,4,5,0,1
RU,7,1,49,4,1,4,0,0,0,8,1,7
RU,0,1,73,7,1,9,4,2,3,2,0,1
RU,0,1,78,1,8,5,3,1,2,7,0,1
RU,7,2,35,7,1,7,4,4,2,2,1,7
RU,6,2,58,5,1,7,4,3,2,3,1,6
RU,0,1,25,4,1,8,3,3,2,5,0,1
RU,0,2,24,4,8,1,2,1,3,10,0,1
RU,7,1,47,5,1,6,4,1,0,8,1,7
RU,0,2,71,7,6,3,4,1,1,2,0,1
RU,0,2,46,7,1,7,4,2,4,4,0,1
RU,0,2,73,4,6,3,2,1,1,7,0,1
RU,0,1,56,7,6,3,5,1,2,2,0,1
RU,0,2,70,5,6,2,5,3,0,3,0,1
RU,7,2,27,7,1,3,3,4,1,3,1,7
RU,7,1,25,4,3,4,5,3,3,5,1,7
RU,0,1,51,4,1,6,3,2,3,7,0,1
RU,7,1,62,4,6,6,2,1,2,7,1,7
RU,0,2,49,4,1,6,4,5,4,4,0,1
RU,7,1,17,2,2,5,3,3,5,10,1,7
RU,0,1,61,2,6,5,4,4,4,9,0,1
RU,7,1,31,4,1,6,3,3,3,0,1,7
RU,0,2,43,4,8,7,3,3,3,10,0,1
RU,0,2,71,4,6,2,1,0,0,9,0,1
RU,0,2,62,4,6,5,2,1,1,3,0,1
RU,0,2,73,5,6,2,0,0,0,5,0,1
RU,0,2,61,7,6,3,3,2,1,2,0,1
RU,7,2,44,5,8,6,4,3,3,4,1,7
RU,0,2,76,4,6,2,1,0,0,3,0,1
RU,0,2,66,4,6,2,3,2,4,8,0,1
RU,3,2,34,4,1,5,5,4,3,8,0,3
RU,0,2,55,5,1,6,3,2,2,3,0,1
RU,7,1,31,5,1,5,4,3,3,1,1,7
RU,0,2,49,7,1,7,1,1,1,1,0,1
RU,7,1,28,4,4,3,3,4,4,10,1,7
RU,6,2,20,4,1,4,3,3,4,5,1,6
RU,0,2,34,4,8,2,3,1,1,5,0,1
RU,7,2,33,7,1,6,3,3,2,3,1,7
RU,2,2,39,7,1,2,2,2,3,9,0,2
RU,6,2,40,5,1,3,3,3,2,4,1,6
RU,7,1,53,5,1,8,4,3,4,7,1,7
RU,7,2,48,7,1,4,1,0,1,2,1,7
RU,0,2,53,7,1,3,3,3,2,4,0,1
RU,0,2,43,5,1,2,2,2,3,5,0,1
RU,0,2,75,7,6,6,4,4,4,1,0,1
RU,6,2,47,7,1,10,3,2,3,3,1,6
RU,0,2,44,4,1,4,1,3,2,8,0,1
RU,0,2,27,5,1,3,5,4,5,3,0,1
RU,0,1,65,4,1,4,2,1,2,7,0,1
RU,0,2,86,5,6,3,1,1,4,7,0,1
RU,7,2,22,4,2,3,4,4,3,4,1,7
RU,7,1,24,4,1,8,3,4,2,8,1,7
RU,0,2,54,4,6,4,2,2,1,7,0,1
RU,0,2,43,4,3,1,1,2,2,7,0,1
RU,0,1,55,5,1,7,3,3,3,8,0,1
RU,0,2,45,5,1,3,4,4,3,3,0,1
RU,0,2,72,1,6,2,1,2,2,9,0,1
RU,7,1,37,5,1,8,4,3,1,7,1,7
RU,0,2,45,7,1,3,4,5,4,2,0,1
RU,6,1,49,7,1,4,3,3,3,2,1,6
RU,0,2,78,4,6,1,4,5,3,4,0,1
RU,0,1,54,4,1,4,3,4,2,7,0,1
RU,0,2,35,4,1,2,3,4,3,8,0,1
RU,0,1,72,5,6,2,3,4,3,8,0,1
RU,0,2,61,4,6,2,3,4,1,8,0,1
RU,0,1,60,2,6,2,3,3,2,9,0,1
RU,0,2,46,4,1,3,3,5,2,5,0,1
RU,0,2,88,4,6,1,1,3,2,5,0,1
RU,0,2,67,4,6,3,5,3,2,3,0,1
RU,0,2,67,7,6,6,3,4,5,2,0,1
RU,0,2,65,5,6,6,3,3,1,3,0,1
RU,7,2,41,7,1,7,4,4,4,2,1,7
RU,0,2,84,4,6,2,0,0,0,9,0,1
RU,0,2,60,5,6,6,0,1,0,2,0,1
RU,0,2,72,5,6,2,1,1,0,1,0,1
RU,0,2,78,1,6,2,0,1,0,9,0,1
RU,7,2,38,5,1,4,5,5,5,5,1,7
RU,7,2,42,7,1,9,3,3,3,2,1,7
RU,7,1,25,4,1,4,5,5,4,5,1,7
RU,0,2,57,5,6,1,5,5,0,3,0,1
RU,7,2,18,4,2,8,1,0,4,10,1,7
RU,2,1,38,5,1,6,3,3,3,5,0,2
RU,7,1,21,4,2,4,4,4,4,10,1,7
RU,0,2,68,7,6,4,5,3,4,2,0,1
RU,0,1,54,4,1,3,3,2,1,7,0,1
RU,7,1,34,4,1,6,5,4,3,3,1,7
RU,7,1,28,7,1,6,4,4,3,2,1,7
RU,0,2,77,4,6,2,1,1,1,6,0,1
RU,6,2,31,5,8,2,3,3,1,9,1,6
RU,0,2,49,7,1,7,3,3,1,3,0,1
RU,7,1,40,7,1,7,4,3,2,2,1,7
RU,0,2,64,7,6,3,1,2,1,2,0,1
RU,0,2,53,5,6,3,0,2,0,3,0,1
RU,0,1,47,4,1,2,0,0,0,7,0,1
RU,0,1,76,1,6,2,4,2,2,5,0,1
RU,0,2,30,7,1,5,3,1,0,2,0,1
RU,0,1,62,2,6,2,1,0,2,9,0,1
RU,0,2,62,4,6,2,1,2,0,8,0,1
RU,0,1,34,4,1,5,5,5,0,8,0,1
RU,5,1,27,4,1,6,4,3,2,8,0,5
RU,0,1,28,4,1,3,3,0,2,8,0,1
RU,7,2,21,4,2,5,1,3,0,10,1,7
RU,6,1,47,4,1,2,3,1,3,4,1,6
RU,6,1,22,5,3,4,3,5,4,10,1,6
RU,0,2,74,7,6,2,3,4,3,3,0,1
RU,0,1,37,4,1,7,5,4,4,1,0,1
RU,0,2,41,5,1,8,3,3,3,2,0,1
RU,0,2,81,7,6,4,2,1,1,2,0,1
RU,7,1,26,7,1,10,4,4,3,2,1,7
RU,0,2,60,5,6,6,2,3,1,3,0,1
RU,0,1,48,5,1,9,3,1,3,8,0,1
RU,0,1,38,5,1,7,1,1,2,7,0,1
RU,6,1,17,4,2,7,5,4,5,10,1,6
RU,1,1,55,4,1,2,1,3,2,9,0,1
RU,7,2,35,5,1,3,4,4,5,3,1,7
RU,7,1,32,4,1,7,5,3,5,7,1,7
RU,7,2,45,5,1,6,2,1,3,4,1,7
RU,1,2,50,4,1,6,4,4,3,5,0,1
RU,1,2,56,4,1,2,5,5,3,8,0,1
RU,0,1,26,2,1,3,5,5,4,8,0,1
RU,1,1,52,4,1,2,3,2,0,6,0,1
RU,1,2,56,4,1,2,4,4,2,4,0,1
RU,0,1,41,4,4,1,2,1,1,8,0,1
RU,0,2,51,7,1,2,4,2,3,5,0,1
RU,5,2,18,2,2,1,2,1,1,10,0,5
RU,0,2,57,2,6,6,1,1,0,6,0,1
RU,0,2,46,5,1,1,3,1,1,3,0,1
RU,0,2,41,4,8,2,1,1,0,9,0,1
RU,6,1,16,2,2,2,1,2,2,10,1,6
RU,6,2,15,2,2,5,3,3,4,10,1,6
RU,6,1,21,4,3,1,3,3,4,9,1,6
RU,0,1,52,2,1,6,1,1,0,9,0,1
RU,0,2,46,5,3,4,1,1,0,10,0,1
RU,0,1,23,7,2,1,5,5,2,8,0,1
RU,0,2,55,4,4,3,3,2,2,5,0,1
RU,0,2,74,4,6,2,3,1,2,9,0,1
RU,0,2,55,5,3,1,4,5,5,3,0,1
RU,0,2,58,2,6,1,5,3,3,9,0,1
RU,0,1,57,4,5,2,3,4,3,8,0,1
RU,0,2,64,2,6,2,3,2,3,6,0,1
RU,0,1,36,2,1,4,3,3,3,8,0,1
RU,7,2,21,4,2,2,5,5,5,10,1,7
RU,0,2,51,4,1,2,1,5,3,5,0,1
RU,0,1,61,5,6,3,1,4,3,7,0,1
RU,0,2,30,2,1,2,3,1,3,9,0,1
RU,7,1,48,7,1,9,5,2,4,7,1,7
RU,7,1,24,4,1,9,5,4,5,7,1,7
RU,0,2,53,4,1,6,2,1,0,9,0,1
RU,0,2,53,4,1,7,5,1,3,7,0,1
RU,5,2,38,5,1,8,1,2,1,3,0,5
RU,7,1,27,7,1,5,4,4,5,3,1,7
RU,0,2,49,5,1,8,1,1,4,7,0,1
RU,7,1,57,4,1,7,4,3,1,7,1,7
RU,1,2,53,4,8,7,4,4,3,5,0,1
RU,0,2,63,4,6,5,1,0,0,5,0,1
RU,0,2,65,7,6,5,2,1,0,9,0,1
RU,6,1,56,4,1,3,5,4,5,7,1,6
RU,0,1,39,5,8,3,5,1,0,8,0,1
RU,1,2,20,5,8,6,5,5,0,9,0,1
RU,0,1,66,2,6,2,4,2,1,9,0,1
RU,0,1,73,7,6,4,3,1,1,2,0,1
RU,7,1,31,5,1,8,3,4,4,3,1,7
RU,0,2,47,7,1,4,4,5,3,2,0,1
RU,0,1,71,1,6,5,3,2,3,8,0,1
RU,0,2,36,4,8,5,2,3,2,9,0,1
RU,0,2,24,4,3,3,3,4,3,10,0,1
RU,0,2,76,1,6,2,1,1,1,6,0,1
RU,0,1,45,4,6,4,1,1,2,8,0,1
RU,0,2,61,4,6,6,1,1,1,9,0,1
RU,0,2,32,4,1,6,3,3,3,5,0,1
RU,7,2,61,4,1,5,4,4,2,2,1,7
RU,0,1,55,7,6,3,2,2,1,8,0,1
RU,1,2,40,7,1,2,4,3,3,2,0,1
RU,7,2,50,2,3,1,1,1,4,6,1,7
RU,3,2,31,7,1,4,3,3,5,4,0,3
RU,0,2,50,5,1,5,3,0,1,4,0,1
RU,0,2,52,4,1,6,1,1,1,5,0,1
RU,0,2,60,7,1,5,4,3,2,2,0,1
RU,0,2,74,7,6,2,0,1,0,2,0,1
RU,7,2,30,7,1,10,4,4,5,3,1,7
RU,7,1,40,5,1,7,3,3,4,5,1,7
RU,0,2,54,2,1,2,0,2,3,7,0,1
RU,7,1,53,7,1,10,4,4,2,2,1,7
RU,0,1,61,5,6,7,4,5,4,2,0,1
RU,7,1,20,4,2,1,3,4,4,3,1,7
RU,7,1,19,2,2,2,5,4,3,4,1,7
RU,7,2,22,4,2,1,3,3,3,10,1,7
RU,0,2,22,4,2,1,3,3,3,10,0,1
RU,7,2,20,4,2,1,3,3,3,9,1,7
RU,6,1,19,4,2,1,0,1,1,10,1,6
RU,7,2,22,5,2,1,4,5,4,4,1,7
RU,7,2,26,4,1,6,3,3,3,9,1,7
