cntry,netuse,gndr,agea,eisced,mnactic,hinctnta,ipcrtiv,impdiff,impfun,iscomajor,freqnet,nonet
EE,1,1,77,4,6,5,3,1,4,7,0,1
EE,7,1,32,7,1,6,4,4,2,3,1,7
EE,7,2,40,7,1,10,5,5,0,2,1,7
EE,7,2,17,2,2,8,4,4,4,5,1,7
EE,1,1,64,4,1,6,1,3,1,7,0,1
EE,7,1,40,6,1,8,3,5,4,2,1,7
EE,0,2,82,6,6,2,1,1,4,2,0,1
EE,0,2,77,4,6,5,3,2,2,8,0,1
EE,7,2,40,4,1,9,5,4,2,4,1,7
EE,0,1,89,7,6,6,3,2,1,2,0,1
EE,7,1,30,4,1,5,4,0,3,9,1,7
EE,0,2,75,7,6,2,2,1,1,2,0,1
EE,7,2,24,5,1,6,2,4,5,3,1,7
EE,6,2,20,2,2,7,3,4,2,9,1,6
EE,0,1,76,4,6,6,4,1,1,8,0,1
EE,0,1,57,7,9,1,4,1,2,3,0,1
EE,7,1,46,7,1,10,1,3,2,2,1,7
EE,0,2,80,1,6,2,3,2,2,9,0,1
EE,4,2,61,7,1,6,4,2,3,2,0,4
EE,7,2,42,5,1,9,3,4,3,3,1,7
EE,7,2,37,6,1,9,3,3,0,2,1,7
EE,7,2,36,5,1,6,3,2,4,3,1,7
EE,7,2,50,5,1,10,5,5,4,1,1,7
EE,7,1,48,4,1,10,1,1,2,3,1,7
EE,4,1,81,7,6,5,4,4,3,2,0,4
EE,7,1,67,4,6,5,1,3,2,7,1,7
EE,7,1,44,5,1,9,2,2,4,5,1,7
EE,7,1,37,4,1,9,2,4,3,7,1,7
EE,6,2,68,5,6,6,3,3,1,1,1,6
EE,7,2,53,7,1,8,1,1,1,4,1,7
EE,7,2,43,4,1,8,2,4,2,5,1,7
EE,1,2,41,5,1,6,3,1,3,9,0,1
EE,7,2,38,7,1,10,3,4,1,1,1,7
EE,7,2,31,7,2,9,4,4,4,4,1,7
EE,7,2,30,7,1,10,3,3,3,3,1,7
EE,7,2,26,7,1,10,4,5,4,2,1,7
EE,7,2,26,4,5,5,4,5,2,9,1,7
EE,7,2,49,7,1,3,1,2,4,3,1,7
EE,0,2,85,3,6,3,1,1,1,5,0,1
EE,7,2,44,7,1,7,3,2,3,1,1,7
EE,7,2,26,6,1,9,4,4,4,2,1,7
EE,7,2,45,7,1,7,5,5,2,1,1,7
EE,7,1,33,6,1,5,1,4,2,4,1,7
EE,0,1,72,2,6,2,1,0,1,7,0,1
EE,7,1,31,5,1,4,4,3,3,3,1,7
EE,7,2,43,7,3,2,5,3,3,1,1,7
EE,6,2,36,6,1,10,3,5,2,2,1,6
EE,0,2,73,2,6,5,3,3,3,5,0,1
EE,7,1,32,6,1,8,4,5,2,3,1,7
EE,7,2,41,6,8,8,4,3,2,2,1,7
EE,1,1,90,5,6,9,4,4,3,3,0,1
EE,0,2,76,1,6,3,3,3,2,10,0,1
EE,6,1,55,6,1,8,4,4,4,4,1,6
EE,6,2,58,5,4,2,3,5,2,4,1,6
EE,7,2,20,4,2,8,5,5,4,5,1,7
EE,1,1,73,5,6,6,3,3,3,7,0,1
EE,7,1,25,4,1,10,5,5,2,2,1,7
EE,7,2,66,6,1,10,2,1,1,2,1,7
EE,7,2,58,7,1,10,3,3,3,1,1,7
EE,7,2,20,4,9,9,2,4,2,10,1,7
EE,6,1,56,7,1,3,3,4,1,5,1,6
EE,0,2,77,4,6,5,3,2,3,1,0,1
EE,6,1,46,5,1,8,3,2,2,9,1,6
EE,7,1,26,3,1,9,2,1,3,7,1,7
EE,1,2,54,5,5,1,5,4,1,9,0,1
EE,1,2,81,2,6,3,4,4,4,3,0,1
EE,7,2,58,5,8,1,3,3,1,1,1,7
EE,7,1,49,7,1,10,1,1,3,1,1,7
EE,7,1,27,6,1,10,3,1,4,2,1,7
EE,7,1,38,6,1,10,2,2,1,1,1,7
EE,6,2,32,5,8,5,3,3,3,5,1,6
EE,7,2,46,7,1,10,3,4,1,1,1,7
EE,1,2,78,5,6,5,5,5,5,3,0,1
EE,7,1,25,4,1,1,4,5,2,7,1,7
EE,7,2,50,5,1,8,4,4,5,1,1,7
EE,0,1,37,6,1,10,4,2,1,1,0,1
EE,6,2,44,4,1,10,4,2,1,1,1,6
EE,7,2,43,7,1,10,3,3,4,2,1,7
EE,0,1,73,7,1,3,3,3,4,9,0,1
EE,1,2,62,6,1,4,3,3,1,5,0,1
EE,1,2,70,5,6,2,4,3,1,3,0,1
EE,7,2,27,6,1,4,1,4,2,4,1,7
EE,0,2,60,5,1,4,5,5,4,5,0,1
EE,1,2,52,4,3,1,1,1,2,9,0,1
EE,7,2,28,5,1,9,3,3,2,5,1,7
EE,5,2,52,6,1,7,4,3,2,2,0,5
EE,0,2,73,7,8,1,3,4,1,2,0,1
EE,7,2,60,7,6,2,3,3,0,2,1,7
EE,0,2,75,2,6,3,5,2,0,3,0,1
EE,7,2,62,6,1,5,5,4,2,3,1,7
EE,6,1,29,5,2,2,4,3,1,2,1,6
EE,0,1,61,1,5,1,4,1,4,9,0,1
EE,5,2,54,6,1,5,4,4,2,9,0,5
EE,7,2,38,6,1,9,5,4,2,1,1,7
EE,7,2,48,5,1,2,5,2,2,4,1,7
EE,7,2,54,4,1,9,1,1,1,2,1,7
EE,0,1,73,2,6,6,1,4,0,5,0,1
EE,7,2,36,5,1,9,3,4,1,2,1,7
EE,1,2,61,4,1,7,1,1,1,7,0,1
EE,0,1,72,2,6,4,1,3,4,9,0,1
EE,7,2,74,7,1,6,5,3,4,1,1,7
EE,1,2,71,2,6,4,3,3,1,5,0,1
EE,7,2,52,5,1,6,1,2,1,4,1,7
EE,0,2,62,7,6,8,5,1,4,10,0,1
EE,7,1,74,6,6,7,1,0,0,0,1,7
EE,7,1,71,7,6,7,1,2,0,1,1,7
EE,7,1,38,5,1,8,3,4,3,1,1,7
EE,7,2,19,2,8,6,4,4,1,6,1,7
EE,7,2,28,4,8,6,4,3,1,3,1,7
EE,7,2,45,7,1,10,4,3,3,1,1,7
EE,7,1,37,4,1,10,3,3,4,1,1,7
EE,7,1,18,2,2,9,4,3,2,10,1,7
EE,1,2,67,2,6,4,3,3,1,4,0,1
EE,7,2,37,7,1,10,4,4,1,1,1,7
EE,6,1,57,4,1,5,4,4,3,1,1,6
EE,7,2,28,6,1,10,5,4,2,3,1,7
EE,1,2,64,2,1,5,3,3,2,5,0,1
EE,1,2,84,4,6,3,4,4,0,5,0,1
EE,5,1,37,3,1,8,3,3,2,1,0,5
EE,7,2,52,7,6,9,3,4,4,2,1,7
EE,7,2,34,6,8,1,1,2,3,10,1,7
EE,7,2,27,6,1,7,4,4,5,4,1,7
EE,7,2,35,5,1,6,4,2,1,5,1,7
EE,7,2,52,4,1,6,2,3,1,4,1,7
EE,5,2,58,7,1,6,1,1,1,4,0,5
EE,5,2,58,5,1,7,3,4,3,7,0,5
EE,6,1,29,6,1,9,4,3,4,2,1,6
EE,7,1,30,7,1,10,5,3,4,1,1,7
EE,7,2,34,5,1,9,4,3,5,1,1,7
EE,0,2,83,7,6,3,3,4,2,2,0,1
EE,7,1,34,2,1,5,3,3,3,9,1,7
EE,7,2,15,1,2,9,4,5,5,10,1,7
EE,7,1,48,5,1,5,2,3,3,8,1,7
EE,7,2,18,2,2,1,4,4,4,5,1,7
EE,7,2,24,6,1,6,5,3,3,2,1,7
EE,7,2,49,7,1,9,2,2,2,2,1,7
EE,1,2,71,5,6,4,0,4,4,5,0,1
EE,7,1,36,5,1,8,5,5,4,3,1,7
EE,7,1,38,6,1,10,5,1,3,1,1,7
EE,1,2,78,2,6,2,3,4,4,9,0,1
EE,6,2,21,2,2,2,4,1,5,5,1,6
EE,7,2,41,4,1,10,3,4,2,3,1,7
EE,7,2,48,7,1,7,3,5,5,2,1,7
EE,7,1,42,5,1,10,4,4,1,2,1,7
EE,7,2,31,7,8,10,2,3,3,2,1,7
EE,7,1,19,2,2,10,4,3,4,10,1,7
EE,7,1,38,6,1,10,2,4,4,1,1,7
EE,7,1,39,4,1,8,3,4,3,8,1,7
EE,5,1,49,7,1,10,1,3,1,1,0,5
EE,0,1,73,4,6,2,4,3,3,1,0,1
EE,1,1,81,5,6,2,4,2,2,7,0,1
EE,7,2,18,2,2,10,4,4,1,5,1,7
EE,7,1,49,4,1,10,5,4,1,8,1,7
EE,7,2,22,4,1,6,4,4,3,5,1,7
EE,7,2,22,4,1,8,3,4,5,5,1,7
EE,1,2,77,7,6,3,3,2,2,1,0,1
EE,7,1,38,4,1,10,3,3,2,3,1,7
EE,7,1,56,5,1,7,4,2,4,1,1,7
EE,7,2,42,5,1,9,4,4,5,4,1,7
EE,7,2,47,5,1,9,1,5,0,1,1,7
EE,1,2,78,2,6,6,5,4,2,7,0,1
EE,7,1,25,2,1,10,3,4,4,4,1,7
EE,6,1,28,4,1,8,4,4,4,2,1,6
EE,7,1,35,7,1,9,3,3,1,2,1,7
EE,7,1,48,5,1,7,4,4,4,2,1,7
EE,7,2,31,6,8,7,4,4,2,2,1,7
EE,7,2,32,5,1,10,4,4,3,3,1,7
EE,6,2,37,3,1,3,1,3,3,3,1,6
EE,7,1,23,6,1,10,3,4,2,4,1,7
EE,7,1,29,6,1,10,1,5,3,3,1,7
EE,7,1,30,6,1,10,3,2,3,2,1,7
EE,7,1,35,7,1,9,3,4,3,2,1,7
EE,7,1,35,4,8,10,3,3,3,1,1,7
EE,7,2,46,7,1,9,5,3,2,1,1,7
EE,1,2,63,3,6,10,5,5,4,5,0,1
EE,6,1,34,4,1,6,2,5,2,8,1,6
EE,7,2,22,4,1,7,5,2,1,2,1,7
EE,7,2,34,5,1,9,2,3,3,4,1,7
EE,6,2,56,5,1,9,4,3,1,1,1,6
EE,7,2,36,6,1,9,3,3,1,2,1,7
EE,1,2,74,2,6,3,3,2,2,9,0,1
EE,1,1,54,2,5,1,3,4,3,6,0,1
EE,6,2,33,2,1,3,5,4,4,9,1,6
EE,7,2,40,7,1,10,2,4,3,5,1,7
EE,1,2,60,2,6,2,4,4,2,5,0,1
EE,1,2,73,2,6,3,4,3,4,7,0,1
EE,0,1,66,2,6,4,4,3,1,7,0,1
EE,7,2,15,1,2,6,5,4,3,9,1,7
EE,7,2,17,2,2,4,4,4,4,9,1,7
EE,7,2,40,5,3,1,3,0,0,9,1,7
EE,7,2,45,5,1,6,5,3,1,2,1,7
EE,7,2,45,4,1,9,2,4,2,4,1,7
EE,7,2,50,4,1,5,5,5,5,3,1,7
EE,0,2,68,4,6,2,1,1,0,3,0,1
EE,7,2,70,7,6,6,1,3,1,1,1,7
EE,0,2,73,1,6,9,3,2,2,8,0,1
EE,7,1,36,6,1,9,4,3,3,1,1,7
EE,0,1,56,2,1,5,4,3,4,7,0,1
EE,1,2,78,2,6,6,4,4,4,4,0,1
EE,1,1,52,4,1,6,3,4,2,8,0,1
EE,1,2,75,7,6,3,5,2,1,2,0,1
EE,7,1,25,4,1,6,4,4,2,4,1,7
EE,7,1,26,2,1,5,4,4,4,8,1,7
EE,6,1,25,4,8,2,4,3,4,5,1,6
EE,7,2,20,4,2,8,4,5,5,10,1,7
EE,7,2,26,2,3,4,4,5,3,5,1,7
EE,7,2,27,4,8,3,2,2,2,7,1,7
EE,7,2,37,3,1,4,3,3,1,5,1,7
EE,7,2,42,3,1,9,3,1,1,8,1,7
EE,7,2,48,4,1,1,1,2,4,5,1,7
EE,0,2,50,5,1,3,2,4,3,7,0,1
EE,6,2,52,4,1,3,4,3,4,9,1,6
EE,4,2,52,4,3,3,1,1,2,1,0,4
EE,3,2,52,4,1,3,2,3,4,9,0,3
EE,1,2,53,4,1,4,3,4,1,9,0,1
EE,7,2,53,7,1,7,4,4,1,5,1,7
EE,7,2,54,7,3,3,4,5,3,5,1,7
EE,7,2,55,7,1,10,3,4,3,1,1,7
EE,4,2,65,4,6,3,4,4,2,2,0,4
EE,1,2,88,7,6,3,1,4,4,2,0,1
EE,1,1,64,2,6,2,1,1,3,3,0,1
EE,1,1,69,4,6,4,1,3,2,7,0,1
EE,6,2,43,5,1,5,3,4,4,7,1,6
EE,0,2,59,4,1,3,1,2,4,7,0,1
EE,1,1,71,2,6,3,4,4,4,8,0,1
EE,7,2,47,6,1,6,2,1,1,2,1,7
EE,1,2,76,2,6,2,1,3,2,8,0,1
EE,1,1,74,2,6,5,4,4,4,8,0,1
EE,6,1,18,1,2,1,3,4,4,10,1,6
EE,7,2,56,5,3,1,4,4,2,9,1,7
EE,7,2,49,5,1,7,4,3,4,5,1,7
EE,7,1,45,4,1,9,5,3,3,7,1,7
EE,1,1,67,4,6,5,4,5,2,1,0,1
EE,3,2,72,7,6,5,5,5,1,2,0,3
EE,7,2,34,4,1,7,4,5,3,4,1,7
EE,1,2,76,5,6,3,4,3,0,3,0,1
EE,7,1,29,4,1,3,3,3,1,8,1,7
EE,1,2,79,4,6,2,3,3,1,9,0,1
EE,6,2,17,2,2,10,4,1,4,10,1,6
EE,6,1,33,4,1,8,3,4,0,8,1,6
EE,1,2,60,4,1,4,3,5,2,5,0,1
EE,1,2,88,1,6,3,3,5,5,10,0,1
EE,7,1,40,5,1,10,4,4,2,1,1,7
EE,7,2,43,4,9,7,3,4,2,5,1,7
EE,7,2,50,4,1,6,4,4,3,3,1,7
EE,7,1,45,5,1,6,4,3,4,9,1,7
EE,0,1,82,7,6,3,3,2,2,4,0,1
EE,0,2,64,4,6,5,3,3,1,3,0,1
EE,0,2,71,4,1,4,4,3,2,9,0,1
EE,7,2,21,2,1,8,4,2,4,2,1,7
EE,7,2,17,2,2,8,4,4,5,10,1,7
EE,7,2,29,5,1,10,4,4,4,3,1,7
EE,7,2,33,6,1,10,4,5,4,3,1,7
EE,1,2,84,2,6,2,3,4,3,7,0,1
EE,1,2,86,5,6,4,4,2,4,7,0,1
EE,7,1,17,2,2,7,3,4,4,9,1,7
EE,7,1,18,2,2,10,4,3,4,10,1,7
EE,7,1,23,4,2,10,4,3,4,9,1,7
EE,7,1,34,7,1,10,4,4,3,2,1,7
EE,7,1,47,7,1,8,1,2,1,4,1,7
EE,7,1,49,5,1,9,3,4,4,5,1,7
EE,7,1,51,2,4,7,4,1,5,7,1,7
EE,6,1,54,4,1,7,2,1,2,8,1,6
EE,1,1,68,7,6,2,4,4,0,8,0,1
EE,1,1,81,1,6,3,2,4,4,7,0,1
EE,7,1,61,7,6,3,3,2,2,2,1,7
EE,0,1,56,2,3,1,4,5,1,9,0,1
EE,7,2,39,4,1,9,3,3,2,5,1,7
EE,1,2,66,2,6,2,4,4,1,7,0,1
EE,1,2,82,5,6,3,1,5,2,4,0,1
EE,1,1,64,2,6,8,4,1,0,7,0,1
EE,7,1,52,7,1,10,2,4,3,9,1,7
EE,7,1,18,2,2,9,3,2,5,9,1,7
EE,7,1,36,6,1,10,1,4,1,1,1,7
EE,7,2,36,5,8,10,3,3,2,3,1,7
EE,7,2,39,7,1,10,3,5,1,2,1,7
EE,7,2,48,7,1,9,3,2,1,3,1,7
EE,7,2,53,5,1,2,3,2,2,9,1,7
EE,1,2,62,2,6,2,3,4,3,5,0,1
EE,6,1,44,7,1,9,4,2,1,7,1,6
EE,1,2,69,4,6,5,4,5,5,9,0,1
EE,1,1,58,4,4,5,4,4,4,7,0,1
EE,1,1,66,4,6,3,4,4,3,8,0,1
EE,7,2,33,5,8,8,3,1,1,5,1,7
EE,1,2,57,4,8,2,2,1,2,9,0,1
EE,0,2,57,4,1,5,3,3,1,9,0,1
EE,0,2,69,4,6,2,4,5,2,9,0,1
EE,0,1,80,2,6,6,2,3,2,10,0,1
EE,6,2,64,6,6,4,3,1,1,2,1,6
EE,1,2,65,2,6,5,1,1,1,7,0,1
EE,5,2,67,4,6,7,3,4,1,2,0,5
EE,1,2,88,4,6,6,0,1,2,2,0,1
EE,0,2,56,4,1,3,3,0,0,5,0,1
EE,1,1,75,2,6,5,1,1,4,7,0,1
EE,1,2,70,3,1,2,3,4,1,5,0,1
EE,7,2,55,7,1,8,3,4,3,3,1,7
EE,7,2,50,7,1,9,1,2,1,2,1,7
EE,6,2,42,4,1,8,2,3,2,5,1,6
EE,7,2,35,5,1,3,2,5,3,4,1,7
EE,7,2,32,6,1,10,3,5,3,5,1,7
EE,1,1,48,4,1,7,1,3,3,9,0,1
EE,0,1,72,4,6,5,3,4,4,9,0,1
EE,7,2,19,2,1,9,1,1,4,5,1,7
EE,7,1,22,4,2,2,3,4,3,7,1,7
EE,7,2,47,4,1,9,5,4,5,9,1,7
EE,7,2,43,4,1,2,4,3,1,7,1,7
EE,1,1,45,4,1,3,1,1,1,9,0,1
EE,6,1,40,3,1,6,2,2,3,8,1,6
EE,7,1,26,5,1,4,2,0,3,2,1,7
EE,0,2,65,5,6,5,3,3,2,3,0,1
EE,0,1,63,4,6,3,4,4,3,7,0,1
EE,5,2,51,7,5,9,3,1,1,3,0,5
EE,0,1,82,4,6,6,4,5,4,1,0,1
EE,7,1,75,7,1,10,3,0,0,1,1,7
EE,0,1,69,2,6,4,2,1,0,8,0,1
EE,1,1,68,4,1,8,3,4,2,7,0,1
EE,7,1,46,5,1,5,1,4,5,1,1,7
EE,0,1,41,4,1,9,4,4,3,8,0,1
EE,7,1,28,4,3,2,3,4,4,9,1,7
EE,0,2,81,6,6,3,3,2,0,2,0,1
EE,0,2,71,4,6,2,3,3,5,10,0,1
EE,1,2,53,2,1,8,4,5,2,1,0,1
EE,7,2,41,4,1,6,5,4,4,3,1,7
EE,0,2,40,4,1,4,3,3,2,3,0,1
EE,0,1,80,1,6,6,4,4,3,8,0,1
EE,0,1,57,4,1,3,3,4,3,8,0,1
EE,1,1,49,5,4,7,3,4,2,7,0,1
EE,1,2,73,5,6,2,5,4,4,8,0,1
EE,1,2,62,4,1,5,4,3,4,9,0,1
EE,1,1,74,1,6,3,3,1,1,9,0,1
EE,1,1,71,1,6,3,3,3,1,8,0,1
EE,0,1,60,5,1,3,3,3,3,8,0,1
EE,0,1,50,4,9,4,5,4,1,9,0,1
EE,4,1,48,4,1,7,3,3,0,7,0,4
EE,7,1,29,4,1,3,2,3,4,8,1,7
EE,7,1,26,2,5,5,0,3,2,10,1,7
EE,7,1,22,3,1,6,1,1,1,5,1,7
EE,7,1,20,4,2,3,5,4,5,7,1,7
EE,1,2,86,1,6,2,3,2,0,9,0,1
EE,0,2,81,1,6,6,4,4,3,8,0,1
EE,1,2,80,6,6,2,4,4,4,2,0,1
EE,1,2,79,1,6,3,2,1,0,9,0,1
EE,1,2,77,5,6,5,1,1,1,8,0,1
EE,1,2,78,4,6,2,1,2,4,1,0,1
EE,1,2,76,3,6,5,4,1,4,8,0,1
EE,0,2,77,1,6,5,4,1,3,9,0,1
EE,1,2,74,4,6,3,1,3,1,7,0,1
EE,1,2,74,5,6,3,4,4,1,8,0,1
EE,1,2,71,4,6,2,4,4,1,3,0,1
EE,1,2,69,2,6,3,4,0,3,3,0,1
EE,1,2,68,4,6,6,4,1,1,4,0,1
EE,6,2,68,7,1,8,4,3,1,2,1,6
EE,1,2,67,4,6,2,5,1,0,3,0,1
EE,1,2,67,5,6,5,3,1,1,3,0,1
EE,6,2,60,5,6,8,4,3,0,8,1,6
EE,4,2,60,7,6,2,4,4,4,3,0,4
EE,1,2,59,5,9,2,1,1,1,7,0,1
EE,7,2,55,5,1,3,4,4,1,8,1,7
EE,5,2,55,4,1,3,5,4,4,5,0,5
EE,7,2,54,4,1,4,1,3,1,5,1,7
EE,0,2,48,6,1,4,2,2,3,1,0,1
EE,7,2,45,4,1,2,5,5,0,5,1,7
EE,7,2,43,6,1,3,1,3,2,1,1,7
EE,1,2,43,6,3,4,1,1,2,9,0,1
EE,7,2,41,6,1,8,3,3,1,2,1,7
EE,3,2,39,5,8,5,3,1,0,3,0,3
EE,7,2,39,5,1,2,3,0,3,5,1,7
EE,6,2,40,4,1,7,3,1,1,5,1,6
EE,7,2,39,6,8,9,4,4,4,5,1,7
EE,6,2,38,4,1,4,2,4,4,8,1,6
EE,7,2,38,5,3,1,4,4,4,5,1,7
EE,0,2,34,5,1,2,4,4,2,4,0,1
EE,7,2,30,5,1,7,4,4,1,5,1,7
EE,7,2,23,4,2,10,4,2,3,10,1,7
EE,6,2,17,2,2,2,1,3,2,10,1,6
EE,7,1,58,7,1,10,4,3,2,1,1,7
EE,7,1,55,7,1,8,5,5,5,1,1,7
EE,6,1,42,4,1,5,3,3,3,5,1,6
EE,7,1,16,1,2,8,3,4,3,9,1,7
EE,3,1,54,3,1,8,2,2,3,8,0,3
EE,0,2,78,4,6,3,4,3,3,6,0,1
EE,0,1,76,7,6,5,3,2,1,3,0,1
EE,1,2,61,7,1,2,2,2,2,1,0,1
EE,1,1,63,2,6,8,3,4,4,7,0,1
EE,1,1,62,5,6,5,4,4,4,7,0,1
EE,7,1,62,7,6,4,4,4,4,7,1,7
EE,1,1,52,4,1,5,4,4,4,7,0,1
EE,6,1,50,5,1,6,1,5,5,8,1,6
EE,0,1,49,5,1,9,3,0,5,5,0,1
EE,0,1,44,4,1,9,0,4,0,8,0,1
EE,2,1,44,5,3,9,1,5,1,7,0,2
EE,7,1,41,4,1,7,3,3,0,7,1,7
EE,7,1,27,5,1,9,5,5,5,2,1,7
EE,7,1,24,4,1,4,4,4,4,7,1,7
EE,7,1,24,4,1,4,4,4,5,8,1,7
EE,7,1,23,5,3,5,4,4,4,7,1,7
EE,7,1,21,4,2,6,3,3,4,5,1,7
EE,7,1,21,4,1,3,3,4,4,5,1,7
EE,7,1,18,2,2,9,3,4,3,7,1,7
EE,7,1,18,2,2,3,0,0,4,10,1,7
EE,7,1,17,2,2,4,4,4,5,10,1,7
EE,7,1,16,2,2,3,3,3,4,9,1,7
EE,6,1,15,1,2,5,3,3,4,9,1,6
EE,1,2,82,5,6,3,5,5,5,7,0,1
EE,1,2,79,1,6,3,1,1,1,8,0,1
EE,1,2,78,2,6,3,4,4,1,7,0,1
EE,7,2,78,7,6,4,5,5,5,2,1,7
EE,1,2,78,4,6,3,4,4,5,3,0,1
EE,1,2,76,7,6,5,3,3,5,1,0,1
EE,1,2,75,4,6,2,3,4,4,3,0,1
EE,1,2,75,4,6,2,0,1,1,3,0,1
EE,1,2,75,2,6,3,3,3,4,7,0,1
EE,1,2,74,1,6,2,1,4,0,7,0,1
EE,5,2,74,1,6,3,1,1,1,7,0,5
EE,1,2,73,4,6,2,2,2,1,8,0,1
EE,1,2,72,2,6,3,0,3,1,5,0,1
EE,1,2,72,2,6,5,4,1,1,7,0,1
EE,1,2,72,3,6,3,2,4,1,7,0,1
EE,1,2,71,2,6,3,3,1,1,2,0,1
EE,1,2,71,4,6,6,0,2,3,3,0,1
EE,1,2,71,6,6,3,1,1,1,3,0,1
EE,1,2,70,2,6,5,0,1,1,7,0,1
EE,1,2,69,5,6,5,4,1,1,3,0,1
EE,1,2,68,5,6,6,4,1,1,8,0,1
EE,0,2,59,7,1,4,4,4,4,3,0,1
EE,6,2,55,5,6,1,1,4,4,7,1,6
EE,0,2,52,4,6,2,2,1,1,9,0,1
EE,1,2,50,4,4,5,1,1,2,9,0,1
EE,7,2,48,5,1,7,4,4,2,9,1,7
EE,7,2,47,6,1,6,3,4,4,2,1,7
EE,6,2,46,3,1,1,5,1,3,5,1,6
EE,7,2,44,7,1,6,5,4,3,3,1,7
EE,7,2,39,4,3,7,4,4,1,5,1,7
EE,7,2,25,5,1,1,1,5,5,5,1,7
EE,7,2,17,2,2,9,3,5,5,10,1,7
EE,0,1,79,5,6,3,1,0,0,7,0,1
EE,0,2,73,4,6,3,1,4,0,9,0,1
EE,7,2,58,2,5,10,3,4,4,9,1,7
EE,7,2,57,6,1,7,3,3,2,7,1,7
EE,5,2,49,4,1,5,1,4,4,9,0,5
EE,5,2,41,7,1,6,3,4,2,2,0,5
EE,7,2,15,1,2,7,3,3,2,10,1,7
EE,0,2,62,4,1,5,0,0,0,9,0,1
EE,0,2,55,5,1,8,1,1,2,2,0,1
EE,4,2,34,5,8,2,2,2,3,9,0,4
EE,7,2,17,2,2,4,4,2,3,10,1,7
EE,1,1,56,2,1,7,2,4,2,8,0,1
EE,1,2,42,2,1,3,1,1,1,9,0,1
EE,7,1,46,7,1,10,2,1,2,2,1,7
EE,7,2,42,5,1,4,4,4,1,4,1,7
EE,7,2,37,5,1,8,4,5,2,5,1,7
EE,0,1,64,3,6,5,3,3,3,7,0,1
EE,0,2,78,5,6,3,4,1,1,4,0,1
EE,7,1,68,5,6,3,3,1,3,7,1,7
EE,6,1,61,4,1,9,4,1,3,7,1,6
EE,1,1,44,4,1,7,5,5,5,8,0,1
EE,6,1,29,3,1,9,5,5,4,9,1,6
EE,1,2,79,3,6,3,3,5,3,4,0,1
EE,7,2,65,5,1,8,4,3,1,5,1,7
EE,1,2,61,4,1,4,4,4,4,3,0,1
EE,7,2,22,4,2,4,4,3,2,9,1,7
EE,7,1,56,4,1,3,3,1,1,9,1,7
EE,7,1,51,5,1,4,3,3,3,8,1,7
EE,6,1,46,4,1,9,3,3,2,8,1,6
EE,0,2,85,2,6,3,0,1,4,9,0,1
EE,0,2,81,2,6,5,5,2,2,6,0,1
EE,7,2,53,5,1,1,5,5,4,3,1,7
EE,7,2,42,4,1,8,4,5,4,6,1,7
EE,7,2,31,6,1,6,4,3,2,2,1,7
EE,7,2,20,4,2,4,5,5,5,10,1,7
EE,7,1,33,2,1,6,2,3,4,9,1,7
EE,7,2,22,4,2,2,2,3,2,10,1,7
EE,1,2,76,4,6,3,1,1,0,7,0,1
EE,0,2,76,2,6,5,4,0,0,5,0,1
EE,0,2,44,4,6,2,1,1,0,7,0,1
EE,7,1,37,4,1,4,4,4,0,8,1,7
EE,7,1,20,3,1,3,3,4,4,6,1,7
EE,7,2,45,4,8,5,1,3,3,5,1,7
EE,1,2,84,1,6,5,1,1,0,9,0,1
EE,5,1,61,7,1,7,3,3,2,9,0,5
EE,7,1,45,4,1,9,1,3,4,9,1,7
EE,3,1,32,4,1,5,4,3,1,8,0,3
EE,1,2,78,2,6,2,3,3,1,9,0,1
EE,7,2,40,5,1,4,1,3,3,2,1,7
EE,6,2,19,2,2,7,3,5,3,9,1,6
EE,0,1,67,2,6,1,5,2,5,9,0,1
EE,7,1,39,4,1,8,3,3,4,7,1,7
EE,7,1,26,5,3,5,3,1,4,10,1,7
EE,0,2,79,4,6,3,2,1,4,9,0,1
EE,0,1,77,1,6,7,1,2,2,9,0,1
EE,1,2,73,5,1,7,1,5,1,2,0,1
EE,7,2,72,7,6,3,3,1,3,3,1,7
EE,0,2,59,4,1,4,3,3,2,7,0,1
EE,5,2,46,4,3,4,3,4,3,5,0,5
EE,0,2,41,4,1,3,4,4,1,4,0,1
EE,6,2,40,4,1,8,3,2,1,5,1,6
EE,7,2,25,2,3,10,4,1,2,4,1,7
EE,7,2,15,1,2,10,4,3,2,10,1,7
EE,7,2,67,4,1,5,3,4,5,6,1,7
EE,7,2,36,6,1,8,5,4,5,4,1,7
EE,0,1,41,4,1,5,2,1,1,7,0,1
EE,1,2,68,3,6,4,3,4,2,7,0,1
EE,2,2,45,4,1,1,3,1,1,6,0,2
EE,6,1,27,6,1,7,3,2,2,3,1,6
EE,1,2,64,2,6,5,3,1,1,7,0,1
EE,7,2,57,4,1,8,1,4,2,3,1,7
EE,1,1,67,2,6,6,1,3,3,7,0,1
EE,7,1,23,2,3,2,1,4,4,9,1,7
EE,7,2,24,4,8,9,3,3,3,5,1,7
EE,1,1,41,2,1,4,1,1,1,9,0,1
EE,7,1,36,4,1,9,2,3,4,1,1,7
EE,7,2,44,4,1,8,5,3,4,2,1,7
EE,1,1,50,4,3,1,4,0,0,7,0,1
EE,1,2,71,1,6,2,3,5,0,7,0,1
EE,1,2,55,4,1,4,3,4,1,9,0,1
EE,6,2,49,4,5,7,3,4,2,6,1,6
